,ADDRESS,URM_CLASS,UPGRADE_STATUS,PARTIAL_UPGRADE,UPGRADE_DATE,UPGRADE_STANDARD,UPGRADE_PERMIT_NUMBER,UPGRADE_PERMIT_NOTES,YEAR_BUILT,STORY_COUNT,TAX_EXEMPT,NEIGHBORHOOD,LONG_ADDRESS,LONG,LAT
746,110 NW 2ND,3,UNKNOWN,,,,,,1900,2.0,,Old Town Community Association,110 NW 2ND PORTLAND OREGON,-122.6720916,45.5240469
747,75 NW COUCH ST ,3,FULL,,2012,IBC 2006,09-114527-CO ,change of occupancy,1911,4.0,Lease/Purchase Non-Profit or Public Body,Old Town Community Association,75 NW COUCH ST  PORTLAND OREGON,-122.6710633,45.5241299
748,303-305 SE 3RD AVE,3,UNKNOWN,,,,,,1911,1.0,,Buckman Community Association,303-305 SE 3RD AVE PORTLAND OREGON,-122.6628625,45.5205808
749,205 SE ANKENY ST,3,FULL,,2017,ASCE 41,15-238982-CO,,1916,5.0,Historic Property 10 YR,Buckman Community Association,205 SE ANKENY ST PORTLAND OREGON,-122.6637046,45.52222039999999
750,139 SE M L KING BLVD,3,UNKNOWN,,,,,,1910,2.0,,Buckman Community Association,139 SE M L KING BLVD PORTLAND OREGON,-122.662331,45.521833
751,227 SE OAK ST,4,UNKNOWN,,,,,,1904,1.0,,Buckman Community Association,227 SE OAK ST PORTLAND OREGON,-122.6631059,45.5203311
752,75 - 83 SW 1ST,3,UNKNOWN,,,,,,1880,3.0,,Old Town Community Association,75 - 83 SW 1ST PORTLAND OREGON,-122.6716885,45.52188719999999
753,112  -118 SW 1ST,3,UNKNOWN,,,,,,1885,2.0,,Old Town Community Association,112  -118 SW 1ST PORTLAND OREGON,-122.6714754,45.5213936
754,122 SW 1ST,3,UNKNOWN,,,,,,1887,3.0,,Old Town Community Association,122 SW 1ST PORTLAND OREGON,-122.6713813,45.5213016
755,208 -218 SW 1ST,3,REROOF,Reroof,1999,UBC,99-003550-CO,Wall & parapet anchorage,1895,3.0,,Old Town Community Association,208 -218 SW 1ST PORTLAND OREGON,-122.6718146,45.5206981
756,228 SW 1ST,3,UNKNOWN,,,,,,1889,2.0,,Old Town Community Association,228 SW 1ST PORTLAND OREGON,-122.6718956,45.5206086
757,240 SW 1ST AVE,3,UNKNOWN,Unknown,2007,"ASCE 31,IBC 2003",06-109211-CO,Voluntary plus cost/sq ft trigger,1870,1.0,Lease/Purchase Non-Profit or Public Body,Old Town Community Association,240 SW 1ST AVE PORTLAND OREGON,-122.6718764,45.5204787
758,306-316 SW 1ST AVE,3,PARTIAL,Other,1986,"UBC,Voluntary",85-108361-CO,1982 code seismic zone 2.  New interior concrete core.  Fiche copy is not legible on majority of sheets.  Unclear if any diaphragm ties.  Does not appear any wall bracing installed.  Unclear if permit was finaled.,1902,4.0,Lease/Purchase Non-Profit or Public Body,Old Town Community Association,306-316 SW 1ST AVE PORTLAND OREGON,-122.6723143,45.5199838
759,50 SW 2ND,3,UNKNOWN,,,,,,1872,5.0,,Old Town Community Association,50 SW 2ND PORTLAND OREGON,-122.6717057,45.5221978
760,58 - 66 SW 2ND / 135 SW ASH ST,3,PARTIAL,Other,2013,"ASCE 31,Voluntary",12-162338-FA,Veneer anchorage at several locations.  Wall anchorage along two walls.  Parapet bracing and some diaphragm attachment.,1889,5.0,Housing Authority,Old Town Community Association,58 - 66 SW 2ND / 135 SW ASH ST PORTLAND OREGON,-122.672865,45.5215967
761,131 SW ANKENY,3,REROOF,Reroof,2013,IBC 2009,12-160139-CO,"Parapet bracing, plywood roof diaphragm and roof chord.",1880,2.0,"Church, Religious Organizations",Old Town Community Association,131 SW ANKENY PORTLAND OREGON,-122.6719424,45.5226724
762,10 SW ASH,3,UNKNOWN,,,,,,1870,2.0,,Old Town Community Association,10 SW ASH PORTLAND OREGON,-122.6709722,45.5215203
763,233 SW NAITO PKWY,3,PARTIAL,Other,2013,"IBC 2012,Voluntary",13-116781-FA,"13-116781-FA permit tied diaphragm to walls at roof and 3rd floor and braced walls at 2nd floor with HSS members.  All structural work was voluntary.

13-116493-FA upgrades diaphragm to wall anchorage at one floor for approximately 25 percent of wall length (new opening in floor along wall).",1870,2.0,Historic Property 10 YR,Old Town Community Association,233 SW NAITO PKWY PORTLAND OREGON,-122.6714383,45.5204136
764,71 SW OAK,3,PARTIAL,Other,1976,UBC,502369,Found fiche from 1976 where roof and walls are tied into the diaphragms. ,1870,3.0,Lease/Purchase Non-Profit or Public Body,Old Town Community Association,71 SW OAK PORTLAND OREGON,-122.6716638,45.5204235
765,219-223 SW STARK,3,UNKNOWN,,,,,,1889,3.0,"Literary, Benevolent, Charitable Organizations",Portland Downtown Neighborhood Association,219-223 SW STARK PORTLAND OREGON,-122.6738882,45.52034020000001
766,108 W BURNSIDE,3,UNKNOWN,,,,,,1890,2.0,,Old Town Community Association,108 W BURNSIDE PORTLAND OREGON,-122.6716713,45.5229589
767,635 E BURNSIDE ST,3,UNKNOWN,,,,,,1948,1.0,,Kerns Neighborhood Association,635 E BURNSIDE ST PORTLAND OREGON,-122.6590339,45.5232387
768,722-738 E BURNSIDE ST,3,UNKNOWN,,,,,"09-108808-BD FEMA 178 REPORT completed,",1907,3.0,,Buckman Community Association,722-738 E BURNSIDE ST PORTLAND OREGON,-122.6579771,45.52273479999999
769,723-737 E BURNSIDE,3,UNKNOWN,,,,,,1909,3.0,,Kerns Neighborhood Association,723-737 E BURNSIDE PORTLAND OREGON,-122.6579555,45.5232096
770,930-938 E BURNSIDE,3,UNKNOWN,,,,,,1911,2.0,,Buckman Community Association,930-938 E BURNSIDE PORTLAND OREGON,-122.6559482,45.5227178
771,1000 E BURNSIDE ST,3,REROOF,Reroof,,UBC,97-002235-CO,"TRACS 08-119144-BD indicates bld as URM, Reroof 97-002235-CO permit cancelled",1911,2.0,,Buckman Community Association,1000 E BURNSIDE ST PORTLAND OREGON,-122.6553853,45.5227435
772,1001-1015 E BURNSIDE ST,3,UNKNOWN,,,,,,1912,1.0,,Kerns Neighborhood Association,1001-1015 E BURNSIDE ST PORTLAND OREGON,-122.6553211,45.5231497
773,111 NE 11TH AVE,3,UNKNOWN,,,,,,1929,3.0,Fraternal Organizations,Kerns Neighborhood Association,111 NE 11TH AVE PORTLAND OREGON,-122.6549747,45.5238613
774,310 NE 10TH AVE,3,UNKNOWN,,,,,,1914,2.0,,Kerns Neighborhood Association,310 NE 10TH AVE PORTLAND OREGON,-122.6549016,45.5250765
775,400 NE 11TH AVE,3,FULL,,2017,"ASCE 31,OSSC",16-214590-CO,"Phase II Permit 16-214590-CO was finaled on Sept. 19, 2017

Phased seismic agreement expired Aug 2015. 
 
Phase I Permit 04-064820-CO 
Anchorage of the exterior walls to the floor diaphragms, placement of plywood sheating over the existing first floor, installation of secondary support

",1911,2.0,Historic Property 15 Yr,Kerns Neighborhood Association,400 NE 11TH AVE PORTLAND OREGON,-122.6542654,45.5260544
776,135 NE 12TH AVE,3,UNKNOWN,,,,,,1948,1.0,,Kerns Neighborhood Association,135 NE 12TH AVE PORTLAND OREGON,-122.6539256,45.5241768
777,116 NE 6TH AVE,3,UNKNOWN,Unknown,2012,"ASCE 31,Voluntary",12-108749-CO ,"Started as voluntary upgrade.  Revision 4 was a change of occupancy.  Unlcear of upgrade level (entire bldg, all elements, etc.)", ,4.0,,Kerns Neighborhood Association,116 NE 6TH AVE PORTLAND OREGON,-122.6593349,45.5239436
778,228 NE 7TH AVE,3,UNKNOWN,,,,,,1915,2.0,,Kerns Neighborhood Association,228 NE 7TH AVE PORTLAND OREGON,-122.6583499,45.5248346
779,217 NE 8TH,3,UNKNOWN,,,,,,1911,3.0,,Kerns Neighborhood Association,217 NE 8TH PORTLAND OREGON,-122.6579068,45.5246273
780,810 NE COUCH ST,3,UNKNOWN,,,,,,1909,3.0,,Kerns Neighborhood Association,810 NE COUCH ST PORTLAND OREGON,-122.6573308,45.5235072
781,525 NE DAVIS ST,3,UNKNOWN,,,,,,1926,2.0,,Kerns Neighborhood Association,525 NE DAVIS ST PORTLAND OREGON,-122.660035,45.5245087
782,624 NE EVERETT ST,3,UNKNOWN,,,,,,1950,2.0,,Kerns Neighborhood Association,624 NE EVERETT ST PORTLAND OREGON,-122.6590766,45.5248483
783,16 NE GRAND AVE,4,UNKNOWN,,,,,,1945,1.0,,Kerns Neighborhood Association,16 NE GRAND AVE PORTLAND OREGON,-122.6602277,45.5232158
784,30 NE M L KING BLVD,3,UNKNOWN,,,,,,1941,2.0,Lease/Non-Profit to Non-Profit,Kerns Neighborhood Association,30 NE M L KING BLVD PORTLAND OREGON,-122.6613764,45.5232526
785,100-110 NE M L KING BLVD,3,UNKNOWN,,,ASCE 41,18-150782-CO,Full upgrade triggered by change of occupancy ASCE 41 BPON,1911,3.0,Historic Property 10 YR,Kerns Neighborhood Association,100-110 NE M L KING BLVD PORTLAND OREGON,-122.6614036,45.5238117
786,118 NE M L KING BLVD,3,UNKNOWN,,,,,,1927,1.0,,Kerns Neighborhood Association,118 NE M L KING BLVD PORTLAND OREGON,-122.6613837,45.5239652
787,330 SE 6TH AVE,3,UNKNOWN,,,,,,1947,1.0,,Buckman Community Association,330 SE 6TH AVE PORTLAND OREGON,-122.6594403,45.5203757
788,302 SE 7TH AVE,3,UNKNOWN,,,,,,1911,1.0,,Buckman Community Association,302 SE 7TH AVE PORTLAND OREGON,-122.6582858,45.5205813
789,217 SE 8TH AVE,3,UNKNOWN,,,,,,1924,1.0,"Literary, Benevolent, Charitable Organizations",Buckman Community Association,217 SE 8TH AVE PORTLAND OREGON,-122.6581114,45.521192
790,532 SE ANKENY ST,3,REROOF,Reroof,2015,"N/A,IBC 2012,Voluntary",14-132386-REV-02,Add roof sheathing and wall ties.,1907,2.0,,Buckman Community Association,532 SE ANKENY ST PORTLAND OREGON,-122.6599211,45.5220503
791,524 SE ASH ST,3,UNKNOWN,,,,,,1928,1.0,,Buckman Community Association,524 SE ASH ST PORTLAND OREGON,-122.6601098,45.52122970000001
792,537 SE ASH ST,3,PARTIAL,Other,2008,UBC,91-001680-CO,"Plywood diaphragms added, wall ties and parapet bracing to Zone 2B levels.",1912,4.0,,Buckman Community Association,537 SE ASH ST PORTLAND OREGON,-122.6600553,45.5217402
793,538 SE ASH ST,3,REROOF,Reroof,,ASCE 41,16-243570-CO,Permit expired November 2018,1927,2.0,,Buckman Community Association,538 SE ASH ST PORTLAND OREGON,-122.6599087,45.5212941
794,203-207 SE GRAND AVE,3,UNKNOWN,,,,,,1890,3.0,Historic Property 10 YR,Buckman Community Association,203-207 SE GRAND AVE PORTLAND OREGON,-122.6609562,45.52137279999999
795,234-236 SE GRAND AVE,3,UNKNOWN,,,,,,1925,1.0,,Buckman Community Association,234-236 SE GRAND AVE PORTLAND OREGON,-122.6603882,45.5210108
796,200 SE M L KING BLVD,3,FULL,,2013,IBC 2009,13-224705-CO,"TRACS 13-224705-CO ""Rehabilitation and change of occupancy of existing 3 story building for use as a retail/office, seismic upgrade and site improvements to adjacent surface parking lot with new trash enclosure."" ",1893,3.0,Historic Property 10 YR,Buckman Community Association,200 SE M L KING BLVD PORTLAND OREGON,-122.6613802,45.5213489
797,338 SE M L KING,3,UNKNOWN,,,,,,1884,3.0,,Buckman Community Association,338 SE M L KING PORTLAND OREGON,-122.6616118,45.52019809999999
798,407 SE PINE,3,UNKNOWN,,,,,,1891,2.0,,Buckman Community Association,407 SE PINE PORTLAND OREGON,-122.661557,45.5208807
799,1025 SE PINE,3,UNKNOWN,,,,,,1913,2.0,,Buckman Community Association,1025 SE PINE PORTLAND OREGON,-122.6551397,45.5211227
800,1025 SE SANDY,4,UNKNOWN,,,,,,1950,1.0,,Buckman Community Association,1025 SE SANDY PORTLAND OREGON,-122.6550714,45.5220838
801,1301 SE STARK,3,UNKNOWN,,,,,,1952,1.0,,Buckman Community Association,1301 SE STARK PORTLAND OREGON,-122.6524115,45.5195665
802,1400-1418 E BURNSIDE,3,UNKNOWN,,,,,,1920,1.0,,Buckman Community Association,1400-1418 E BURNSIDE PORTLAND OREGON,-122.6512661,45.5227357
803,1705 E BURNSIDE,3,UNKNOWN,,,,,,1923,3.0,,Kerns Neighborhood Association,1705 E BURNSIDE PORTLAND OREGON,-122.6483089,45.5230585
804,2001-2009 E BURNSIDE,3,UNKNOWN,,,,,,1926,1.0,,Kerns Neighborhood Association,2001-2009 E BURNSIDE PORTLAND OREGON,-122.6452676,45.5231139
805,2402 NE GLISAN,3,UNKNOWN,,,,,,1920,1.0,,Kerns Neighborhood Association,2402 NE GLISAN PORTLAND OREGON,-122.6410748,45.5263204
806,1430 NE SANDY,3,UNKNOWN,,,,,,1923,1.0,,Kerns Neighborhood Association,1430 NE SANDY PORTLAND OREGON,-122.6508091,45.5237369
807,1607 SE ASH,3,UNKNOWN,,,,,,1932,2.0,,Buckman Community Association,1607 SE ASH PORTLAND OREGON,-122.6493048,45.5216506
808,2519 E BURNSIDE,3,UNKNOWN,,,,,,1928,1.0,,Kerns Neighborhood Association,2519 E BURNSIDE PORTLAND OREGON,-122.6400546,45.5229909
809,2545 E BURNSIDE ST,3,PARTIAL,Other,2000,FEMA 178,93-107200-CO & 99-002902,"93 permit braced parapet, added sheathing and tied roof to walls.  Unclear what force level was used.  Dwgs say current code which would probably be 1991 UBC.

99 permit tied floors to walls.  Used FEMA 178 force levels.",1918,4.0,Cop Low Income Rental Housing,Kerns Neighborhood Association,2545 E BURNSIDE ST PORTLAND OREGON,-122.6394678,45.5231573
810,2620 E BURNSIDE ST,4,UNKNOWN,,,,,,,1.0,,Buckman Community Association,2620 E BURNSIDE ST PORTLAND OREGON,-122.6388396,45.5226394
811,2705 E BURNSIDE,3,UNKNOWN,,,,,,1911,2.0,Lease/Purchase Non-Profit or Public Body,Kerns Neighborhood Association,2705 E BURNSIDE PORTLAND OREGON,-122.6378817,45.5232748
812,2706 E BURNSIDE,4,UNKNOWN,,,,,,1920,1.0,,Buckman Community Association,2706 E BURNSIDE PORTLAND OREGON,-122.637974,45.52263199999999
813,2-18 NE 28TH AVE,3,UNKNOWN,,,,,,,1.0,,Kerns Neighborhood Association,2-18 NE 28TH AVE PORTLAND OREGON,-122.6370306,45.5246584
814,2825 E BURNSIDE,3,FULL,,1998,FEMA 178,98-00348-CO  98-0034149-CO  ,Roof ties in 348 permit full upgrade to FEMA 178 in other,1910,1.0,,Kerns Neighborhood Association,2825 E BURNSIDE PORTLAND OREGON,-122.6367853,45.5232766
815,2937 E BURNSIDE,4,UNKNOWN,,,,,,,1.0,,Kerns Neighborhood Association,2937 E BURNSIDE PORTLAND OREGON,-122.6351145,45.5230514
816,3125 E BURNSIDE,4,UNKNOWN,,,,,,1927,2.0,,Kerns Neighborhood Association,3125 E BURNSIDE PORTLAND OREGON,-122.6325082,45.523064
817,3140 E BURNSIDE,4,UNKNOWN,,,,,,1908,1.0,,Kerns Neighborhood Association,3140 E BURNSIDE PORTLAND OREGON,-122.6322101,45.5227072
818,116-122 NE 28TH,3,UNKNOWN,,,,,,1912,2.0,,Kerns Neighborhood Association,116-122 NE 28TH PORTLAND OREGON,-122.6369496,45.5238337
819,230-234 NE 28TH,3,REROOF,Reroof,2011,ASCE 31,11-152378-CO,,1928,3.0,,Kerns Neighborhood Association,230-234 NE 28TH PORTLAND OREGON,-122.636965,45.5248832
820,315-317 NE 28TH,3,UNKNOWN,,,,,,1927,3.0,,Kerns Neighborhood Association,315-317 NE 28TH PORTLAND OREGON,-122.6375363,45.5252768
821,401 NE 28TH,3,UNKNOWN,,,,,,1925,2.0,,Kerns Neighborhood Association,401 NE 28TH PORTLAND OREGON,-122.6373826,45.5258178
822,500 NE 28TH,3,UNKNOWN,,,,,,1909,3.0,,Kerns Neighborhood Association,500 NE 28TH PORTLAND OREGON,-122.6370119,45.5266351
823,116 NE 29TH,2,PARTIAL,Other,2018,ASCE 31,09-111950-CO,"Unclear which phases are completed under this permit number.

MICROFILM NOTES: 
""Areas of the building receiving voluntary seismic upgrade at this time (Phase 1)
1) Out-of-bracing of auditorium north and south exterior URM walls at trusses on grids C, D, F and G.
2) Out-of-plane anchorage of classroom wing exterior URM walls at west and south sides.
3) Grouting/reinforcing and anchorage of ungrouted CMU interior walls at stage.

Note: Phase two of the project, which involves a re-roofing, will trigger a mandatory seismic upgrade of the existing structure that includes all deficiencies noted in the ASCE-31 report. Items include bracing URM walls at east/west ends of auditorium. Bracing of north/south URM walls of auditorium at grids B and K, parapet bracing, diaphragm upgrades, cross-ties. Out-of-plane anchorage of auditorium, and lateral support (or removal) of the balcony. For the classroom wing, items to be done later include out-of-plane ties on the north and east walls at both floor and roof, and new diaphragm with cross-ties.""",1948,2.0,Religious School/Student,Kerns Neighborhood Association,116 NE 29TH PORTLAND OREGON,-122.6355759,45.5239925
824,2509 NE FLANDERS,4,UNKNOWN,,,,,,1931,1.0,,Kerns Neighborhood Association,2509 NE FLANDERS PORTLAND OREGON,-122.6400997,45.5260573
825,2509 NE FLANDERS,3,UNKNOWN,,,,,,1931,3.0,,Kerns Neighborhood Association,2509 NE FLANDERS PORTLAND OREGON,-122.6400997,45.5260573
826,2512 NE GLISAN,3,UNKNOWN,,,,,,1930,2.0,,Kerns Neighborhood Association,2512 NE GLISAN PORTLAND OREGON,-122.6400415,45.5262609
827,2838 NE GLISAN,3,PARTIAL,Other,2010,Voluntary,09-169142-CO,"partial, voluntary, not to code level per BD folder",1948,1.0,,Kerns Neighborhood Association,2838 NE GLISAN PORTLAND OREGON,-122.6363468,45.5262252
828,2925 NE GLISAN,3,UNKNOWN,,,,,,1954,1.0,,Kerns Neighborhood Association,2925 NE GLISAN PORTLAND OREGON,-122.6352942,45.526733
829,2952-2958 NE GLISAN,3,REROOF,Reroof,2011,ASCE 31,06-128154-CO,URM reroof,1911,2.0,,Kerns Neighborhood Association,2952-2958 NE GLISAN PORTLAND OREGON,-122.6347083,45.5262799
830,345 SE 28TH,4,UNKNOWN,,,,,,1955,1.0,,Buckman Community Association,345 SE 28TH PORTLAND OREGON,-122.6375853,45.52000049999999
831,4500-4622 NE GLISAN,3,UNKNOWN,,,,,,1926,1.0,"Literary, Benevolent, Charitable Organizations",North Tabor Neighborhood Association,4500-4622 NE GLISAN PORTLAND OREGON,-122.6156304,45.5261267
832,5504-5534 E BURNSIDE,3,UNKNOWN,Unknown,2001,UBC,99-129835-CO,"Full upgrade over three phases, unclear if 2 and 3 completed.",1943,1.0,,Mt Tabor Neighborhood Association,5504-5534 E BURNSIDE PORTLAND OREGON,-122.6073791,45.5221491
833,5544 E BURNSIDE,3,UNKNOWN,Other,,UBC,99-002142-CO,"System expired, but built.  Addition at south.  New LFRS elements in all directions, does not appear roof ties or wall bracing added.",1943,1.0,,Mt Tabor Neighborhood Association,5544 E BURNSIDE PORTLAND OREGON,-122.6063088,45.5225519
834,5600-5616 NE GLISAN ST,3,UNKNOWN,,,,,,1954,1.0,Lease/Purchase Non-Profit or Public Body,North Tabor Neighborhood Association,5600-5616 NE GLISAN ST PORTLAND OREGON,-122.6060756,45.5262763
835,5932 NE GLISAN,3,UNKNOWN,,,,,"

",1916,2.0,,North Tabor Neighborhood Association,5932 NE GLISAN PORTLAND OREGON,-122.6025046,45.526264
836,6834 NE GLISAN,3,UNKNOWN,,,,,,1910,1.0,,Montavilla Neighborhood Association,6834 NE GLISAN PORTLAND OREGON,-122.5926722,45.526316
837,7006-7010 NE GLISAN,4,UNKNOWN,,,,,,1947,1.0,,Montavilla Neighborhood Association,7006-7010 NE GLISAN PORTLAND OREGON,-122.5911292,45.5261475
838,103 NE 82ND,3,UNKNOWN,,,,,,1948,1.0,,Montavilla Neighborhood Association,103 NE 82ND PORTLAND OREGON,-122.5792546,45.5237896
839,7530 NE GLISAN,3,UNKNOWN,,,,,,1953,1.0,,Montavilla Neighborhood Association,7530 NE GLISAN PORTLAND OREGON,-122.5852435,45.5262664
840,8044 NE GLISAN,4,UNKNOWN,,,,,,1940,1.0,,Montavilla Neighborhood Association,8044 NE GLISAN PORTLAND OREGON,-122.5805458,45.5262476
841,408 SE 79TH,3,UNKNOWN,,,,,,1931,2.0,,Montavilla Neighborhood Association,408 SE 79TH PORTLAND OREGON,-122.5821429,45.5195765
842,150 SE 80TH,3,UNKNOWN,,,,,,1948,1.0,,Montavilla Neighborhood Association,150 SE 80TH PORTLAND OREGON,-122.581286,45.52128769999999
843,316 SE 80TH,3,UNKNOWN,,,,,,1948,1.0,,Montavilla Neighborhood Association,316 SE 80TH PORTLAND OREGON,-122.5812493,45.5199852
844,323 SE 80TH,4,UNKNOWN,,,,,,1949,1.0,,Montavilla Neighborhood Association,323 SE 80TH PORTLAND OREGON,-122.5817763,45.519899
845,404 SE 80TH,4,UNKNOWN,,,,,,1930,1.0,,Montavilla Neighborhood Association,404 SE 80TH PORTLAND OREGON,-122.5812284,45.5195812
846,145 SE 82ND,4,UNKNOWN,,,,,,1952,1.0,,Montavilla Neighborhood Association,145 SE 82ND PORTLAND OREGON,-122.579401,45.5213759
847,7831-7841 SE STARK,3,UNKNOWN,,,,,,1930,2.0,,Montavilla Neighborhood Association,7831-7841 SE STARK PORTLAND OREGON,-122.5827305,45.519339
848,8037 SE STARK,3,UNKNOWN,,,,,,1924,1.0,,Montavilla Neighborhood Association,8037 SE STARK PORTLAND OREGON,-122.5807049,45.5193378
849,8101 SE STARK,3,UNKNOWN,,,,,,1911,1.0,,Montavilla Neighborhood Association,8101 SE STARK PORTLAND OREGON,-122.580374,45.519261
850,8523 SE STARK,4,UNKNOWN,,,,,"
",1937,1.0,,Montavilla Neighborhood Association,8523 SE STARK PORTLAND OREGON,-122.5754373,45.5193983
851,"8705 SE STARK ""A""",3,UNKNOWN,,,,,,1949,1.0,,Montavilla Neighborhood Association,"8705 SE STARK ""A"" PORTLAND OREGON",-122.573534,45.5193491
852,10033 E BURNSIDE,4,UNKNOWN,,,,,,1949,1.0,,Hazelwood Neighborhood Association,10033 E BURNSIDE PORTLAND OREGON,-122.56008,45.522853
853,10234 NE GLISAN ST,3,UNKNOWN,,,,,,1949,1.0,,Hazelwood Neighborhood Association,10234 NE GLISAN ST PORTLAND OREGON,-122.5575485,45.5260341
854,11917 SE STARK ST,3,UNKNOWN,,,,,,1948,1.0,,Hazelwood Neighborhood Association,11917 SE STARK ST PORTLAND OREGON,-122.5399421,45.519241
855,11933-11939 SE STARK ST,3,UNKNOWN,,,,,,1923,1.0,,Hazelwood Neighborhood Association,11933-11939 SE STARK ST PORTLAND OREGON,-122.5395601,45.51931159999999
856,12414 E BURNSIDE ST,2,UNKNOWN,,,,,,1954,1.0,"Church, Religious Organizations",Hazelwood Neighborhood Association,12414 E BURNSIDE ST PORTLAND OREGON,-122.5347529,45.5221175
857,12227-12239 SE STARK ST,3,UNKNOWN,,,,,,1947,1.0,,Hazelwood Neighborhood Association,12227-12239 SE STARK ST PORTLAND OREGON,-122.5370006,45.5193415
858,14015 SE STARK ST,4,UNKNOWN,,,,,,1950,1.0,,Hazelwood Neighborhood Association,14015 SE STARK ST PORTLAND OREGON,-122.5196505,45.519399
859,14643 SE STARK ST,3,UNKNOWN,,,,,,1947,1.0,,Hazelwood Neighborhood Association,14643 SE STARK ST PORTLAND OREGON,-122.5122629,45.5193723
860,925 SW 10TH,3,UNKNOWN,,,,,,1918,2.0,,Portland Downtown Neighborhood Association,925 SW 10TH PORTLAND OREGON,-122.683183,45.51833999999999
861,935 SW 10TH AVE,3,UNKNOWN,,,,,,1919,2.0,,Portland Downtown Neighborhood Association,935 SW 10TH AVE PORTLAND OREGON,-122.683396,45.518266
862,1438 SW 10TH,2,UNKNOWN,,,,,,1905,1.0,,Portland Downtown Neighborhood Association,1438 SW 10TH PORTLAND OREGON,-122.6846014,45.514803
863,1802 SW 10TH,3,REROOF,Reroof,2005,FEMA 178,05-123623-FA,re-roof and partial voluntary elsewhere,1920,5.0,State,Portland Downtown Neighborhood Association,1802 SW 10TH PORTLAND OREGON,-122.6860149,45.5123408
864,1025 SW 11TH,3,UNKNOWN,,,,,,1909,4.0,,Portland Downtown Neighborhood Association,1025 SW 11TH PORTLAND OREGON,-122.6847215,45.51795800000001
865,1115 SW 11TH AVE,3,FULL,,2010,ASCE 31,09-130745-CO ,Full upgrade,1923,5.0,Cop Low Income Rental Housing,Portland Downtown Neighborhood Association,1115 SW 11TH AVE PORTLAND OREGON,-122.6849268,45.517465
866,1217 SW 11TH,3,UNKNOWN,,,,,,1924,4.0,,Portland Downtown Neighborhood Association,1217 SW 11TH PORTLAND OREGON,-122.6854087,45.5167351
867,1515-1519 SW 11TH AVE ,3,UNKNOWN,,,,,,1908,5.0,Religious School/Student,Portland Downtown Neighborhood Association,1515-1519 SW 11TH AVE  PORTLAND OREGON,-122.686496,45.5147597
868,1809 SW 11TH,3,UNKNOWN,,,,,,1911,5.0,State,Portland Downtown Neighborhood Association,1809 SW 11TH PORTLAND OREGON,-122.6874186,45.5128849
869,909 SW 12TH,3,UNKNOWN,,,,,,1911,6.0,,Portland Downtown Neighborhood Association,909 SW 12TH PORTLAND OREGON,-122.6852361,45.5190758
870,1125 SW 12TH,3,PARTIAL,Other,2013,Voluntary,12-203648-CO,"Wall attachment to diaphragm.

Wood shear walls and some wall ties added in 1982 (zone 2).  Doesn't appear walls were braced out of plane.",1910,6.0,Cop Low Income Rental Housing,Portland Downtown Neighborhood Association,1125 SW 12TH PORTLAND OREGON,-122.6861174,45.5175709
871,1126 SW 12TH,3,UNKNOWN,,,,,,1910,5.0,,Portland Downtown Neighborhood Association,1126 SW 12TH PORTLAND OREGON,-122.6855244,45.5174013
872,1609 SW 12TH AVE,2,PARTIAL,Other,2005,"UBC,Voluntary",04-011900-FA,Voluntary upgrade of wall attachment to diaphragm of original builidng,1928,2.0,State,Portland Downtown Neighborhood Association,1609 SW 12TH AVE PORTLAND OREGON,-122.6878654,45.5144497
873,1329 SW 14TH,3,UNKNOWN,,,,,,1907,5.0,,Goose Hollow Foothills League,1329 SW 14TH PORTLAND OREGON,-122.6889675,45.5167442
874,1429 SW 14TH,3,UNKNOWN,,,,,,1917,5.0,,Goose Hollow Foothills League,1429 SW 14TH PORTLAND OREGON,-122.6893488,45.51604649999999
875,1110 SW CLAY,3,UNKNOWN,,,,,,1911,6.0,Religious School/Student,Portland Downtown Neighborhood Association,1110 SW CLAY PORTLAND OREGON,-122.6864607,45.5148983
876,1129 SW COLUMBIA,3,UNKNOWN,,,,,,1911,5.0,Religious School/Student,Portland Downtown Neighborhood Association,1129 SW COLUMBIA PORTLAND OREGON,-122.6862668,45.51596660000001
877,1232 SW JEFFERSON,3,UNKNOWN,,,,,,1911,6.0,,Portland Downtown Neighborhood Association,1232 SW JEFFERSON PORTLAND OREGON,-122.6870889,45.51660709999999
878,1515 SW JEFFERSON,3,UNKNOWN,,,,,,1910,4.0,,Goose Hollow Foothills League,1515 SW JEFFERSON PORTLAND OREGON,-122.6895679,45.5176818
879,1436 SW MONTGOMERY,2,UNKNOWN,,,,,,1906,2.0,Cities and Towns,Goose Hollow Foothills League,1436 SW MONTGOMERY PORTLAND OREGON,-122.691164,45.5138408
880,1301 SW PARK,2,UNKNOWN,,,,,,1890,2.0,"Church, Religious Organizations",Portland Downtown Neighborhood Association,1301 SW PARK PORTLAND OREGON,-122.683252,45.51578869999999
881,1405 SW PARK AVE,3,UNKNOWN,,,,,,1910,5.0,Historic Property 15 Yr,Portland Downtown Neighborhood Association,1405 SW PARK AVE PORTLAND OREGON,-122.6840688,45.5150278
882,929-935 SW SALMON ST,3,UNKNOWN,,,,,,1914,6.0,Housing Authority Partnership,Portland Downtown Neighborhood Association,929-935 SW SALMON ST PORTLAND OREGON,-122.6827639,45.5181335
